# Radius 	finiterdf__wat_wat	rdf__wat_wat	finiterdf__wat_OH	rdf__wat_OH	finiterdf__wat_Na	rdf__wat_Na	finiterdf__wat_B	rdf__wat_B	finiterdf__wat_H2	rdf__wat_H2	finiterdf__OH_OH	rdf__OH_OH	finiterdf__OH_Na	rdf__OH_Na	finiterdf__OH_B	rdf__OH_B	finiterdf__OH_H2	rdf__OH_H2	finiterdf__Na_Na	rdf__Na_Na	finiterdf__Na_B	rdf__Na_B	finiterdf__Na_H2	rdf__Na_H2	finiterdf__B_B	rdf__B_B	finiterdf__B_H2	rdf__B_H2	finiterdf__H2_H2	rdf__H2_H2	
13.3731 1.00018	1.00034	0.999822	0.999248	1.00029	0.999965	1.00187	1.00127	1.00426	1.00334	0.991753	0.997895	0.993904	0.998067	0.993521	0.999703	1.00599	1.00293	0.9884	0.994624	0.998195	1.0021	0.998135	0.992705	0.991378	0.997614	1.01273	1.00988	0.594359	1.21242	
13.3845 1.00022	1.00037	1.00022	0.99965	0.999201	0.998871	1.00303	1.00243	1.0008	0.999888	0.992623	0.99877	0.993834	0.997995	0.994735	1.00093	1.00969	1.00663	0.99408	1.00034	0.99786	1.00177	1.00546	0.999994	0.990121	0.996345	1.01932	1.01647	0.599803	1.22383	
13.3958 1.00006	1.00022	0.99987	0.999295	0.999961	0.999631	1.00295	1.00236	1.0021	1.00118	0.992422	0.998566	0.994792	0.998955	0.993715	0.9999	1.01226	1.0092	0.990249	0.99648	0.996714	1.00062	1.00412	0.998657	0.991516	0.997746	1.0012	0.998402	0.515087	1.05103	
13.4071 0.999987	1.00014	0.999824	0.999249	0.999278	0.998947	1.00237	1.00177	1.004	1.00309	0.991369	0.997503	0.993415	0.99757	0.993446	0.999629	1.00429	1.00125	0.994519	1.00078	0.996324	1.00023	0.992308	0.986893	0.991684	0.997913	0.997843	0.995048	0.607419	1.23977	
13.4184 1.00012	1.00028	1.00017	0.999597	0.999684	0.999351	1.0022	1.00161	0.997338	0.996426	0.992174	0.998312	0.993647	0.997801	0.993481	0.999663	1.00812	1.00507	0.991643	0.997882	1.00073	1.00465	0.995683	0.99024	0.989394	0.995604	0.997703	0.994904	0.561476	1.14619	
13.4298 1.00005	1.0002	1.00007	0.999494	0.99881	0.998476	1.00287	1.00228	1.00032	0.999405	0.99142	0.997551	0.99575	0.999912	0.993442	0.999624	1.00154	0.998514	0.993051	0.999298	0.999121	1.00304	0.998572	0.993104	0.991271	0.99749	1.00142	0.998607	0.502874	1.02659	
13.4411 1.00003	1.00019	1.0001	0.999524	0.999041	0.998706	1.00276	1.00217	1.00113	1.00022	0.991342	0.997469	0.995904	1.00007	0.993117	0.999296	1.00885	1.00581	0.990057	0.996281	0.998051	1.00197	1.01501	1.00946	0.992465	0.99869	0.985342	0.982556	0.543596	1.10986	
13.4524 0.999921	1.00008	0.999793	0.999216	0.999362	0.999025	1.00204	1.00145	1.00182	1.00091	0.991957	0.998086	0.995482	0.999643	0.993444	0.999625	1.00267	0.999654	0.991758	0.99799	0.997915	1.00184	1.00219	0.996706	0.989809	0.996013	0.999999	0.997168	0.507566	1.03634	
13.4638 0.999992	1.00015	1.00017	0.999594	0.999225	0.998888	1.00223	1.00165	1.00033	0.999419	0.991398	0.99752	0.994851	0.999008	0.993863	1.00005	1.00482	1.0018	0.992446	0.998681	1.00122	1.00516	0.995307	0.989853	0.990448	0.996652	1.00493	1.00208	0.544955	1.11282	
13.4751 0.999662	0.999818	0.999899	0.99932	0.999436	0.999097	1.0029	1.00231	1.00195	1.00104	0.991114	0.997231	0.99444	0.998594	0.994277	1.00046	1.00973	1.0067	0.993113	0.999352	0.998778	1.00271	0.990806	0.985361	0.989342	0.995534	1.01137	1.00852	0.454957	0.928966	
13.4864 1.00012	1.00028	0.999738	0.999159	0.999059	0.998719	1.00317	1.00259	1.0011	1.00019	0.991584	0.997702	0.995769	0.999928	0.995161	1.00135	1.00213	0.999117	0.995423	1.00168	1.00167	1.00562	1.00238	0.996864	0.991018	0.997217	1.00855	1.00572	0.463721	0.946805	
13.4977 0.999872	1.00003	1.00052	0.999943	0.998961	0.998619	1.00207	1.00149	1.00003	0.999113	0.991533	0.997648	0.994839	0.998994	0.993492	0.999675	1.00122	0.998214	0.992983	0.999222	1.00117	1.00513	1.00445	0.998927	0.991182	0.997379	1.00645	1.00362	0.532702	1.08776	
13.5091 0.99976	0.999917	1.00012	0.999537	0.999294	0.998951	1.00195	1.00137	1.00306	1.00215	0.991908	0.998023	0.996283	1.00044	0.994035	1.00022	1.00401	1.001	0.993741	0.999985	0.998811	1.00276	0.998196	0.992697	0.994914	1.00114	1.00763	1.00481	0.477995	0.976019	
13.5204 0.999756	0.999912	0.999911	0.99933	0.999463	0.999119	1.00181	1.00124	0.999146	0.998234	0.992267	0.998382	0.996123	1.00028	0.993836	1.00002	1.0094	1.00637	0.995185	1.00144	1.0004	1.00436	1.00244	0.996909	0.988604	0.994781	1.00109	0.998282	0.499316	1.01958	
13.5317 0.999633	0.999789	1.00022	0.999642	0.999147	0.998802	1.0019	1.00133	1.00158	1.00067	0.992305	0.998418	0.99578	0.999939	0.993606	0.99979	1.00955	1.00653	0.994199	1.00045	0.99979	1.00375	1.00713	1.00158	0.98669	0.992846	1.00117	0.998357	0.460621	0.940499	
13.5431 0.999906	1.00006	1.00036	0.999779	0.999006	0.998659	1.00211	1.00154	0.997863	0.996949	0.991588	0.997695	0.995551	0.999709	0.994188	1.00037	1.00999	1.00698	0.991884	0.998116	0.997602	1.00156	0.990277	0.984802	0.991309	0.997491	0.993135	0.990337	0.56064	1.14491	
13.5544 0.999841	0.999997	0.999998	0.999416	0.999222	0.998874	1.00146	1.00089	0.996186	0.995268	0.992071	0.998178	0.995592	0.999749	0.994739	1.00093	0.997386	0.994405	0.987962	0.994163	0.997579	1.00154	1.00661	1.00105	0.988531	0.99469	1.00306	1.00024	0.613158	1.25253	
13.5657 0.999663	0.999818	1.00028	0.999694	0.999463	0.999114	1.00222	1.00166	0.998497	0.997574	0.991782	0.997885	0.994612	0.998764	0.993463	0.999646	1.00822	1.00521	0.992036	0.99826	1.00104	1.00501	0.990866	0.985373	0.990171	0.996336	1.00261	0.999784	0.495985	1.01319	
13.577 0.999697	0.999852	1.00052	0.999941	0.99933	0.998979	1.00289	1.00232	0.999355	0.998429	0.99213	0.998233	0.997095	1.00126	0.994533	1.00072	0.998543	0.99556	0.994469	1.00071	1.00038	1.00437	1.00233	0.996769	0.989057	0.995209	1.00877	1.00594	0.48889	0.998696	
13.5884 0.999711	0.999866	1.00009	0.99951	1.0001	0.999751	1.00274	1.00218	1.00073	0.999806	0.99199	0.99809	0.995291	0.999447	0.993285	0.999468	1.01136	1.00835	0.995674	1.00192	0.998024	1.002	1.00321	0.99764	0.988224	0.994364	1.00726	1.00444	0.528748	1.08022	
13.5997 0.999584	0.999739	1.00001	0.999422	1.00026	0.999911	1.00201	1.00145	1.00025	0.99932	0.992045	0.998143	0.996943	1.00111	0.994153	1.00034	1.00881	1.00581	0.993309	0.999544	1.00037	1.00436	1.00269	0.997125	0.989179	0.99532	0.999108	0.996301	0.534115	1.0913	
13.611 0.999647	0.999802	1.00041	0.999823	0.99933	0.998978	1.00137	1.00081	0.998758	0.997829	0.991819	0.997913	0.995745	0.999904	0.993278	0.99946	1.00872	1.00573	0.99548	1.00173	0.997455	1.00143	0.998023	0.992471	0.992337	0.998495	0.989766	0.98697	0.480215	0.981151	
13.6224 0.999463	0.999618	1.00014	0.999552	0.999538	0.999185	1.00204	1.00148	1.00229	1.00136	0.992774	0.998873	0.996563	1.00073	0.993395	0.999578	0.999722	0.996755	0.995	1.00125	0.999919	1.00391	1.00611	1.00051	0.992194	0.99835	0.999996	0.997168	0.535453	1.09413	
13.6337 0.99952	0.999674	1.00036	0.999777	0.999683	0.999329	1.00184	1.00129	1.00128	1.00035	0.993217	0.999318	0.995343	0.999501	0.994	1.00019	1.00199	0.999015	0.994976	1.00123	0.999998	1.004	0.987457	0.981944	0.98864	0.994768	1.01088	1.00803	0.506592	1.0352	
13.645 0.99934	0.999494	1.00053	0.999947	1.00005	0.999698	1.0018	1.00125	0.999067	0.998138	0.992873	0.99897	0.996256	1.00042	0.993596	0.99978	1.00627	1.00329	0.993729	0.999971	0.99907	1.00307	1.00047	0.994878	0.990209	0.996342	1.02294	1.02008	0.511957	1.04622	
13.6563 0.99947	0.999623	1.00059	1.00001	0.999534	0.999179	1.00186	1.00131	1.00057	0.999635	0.99245	0.998543	0.996865	1.00103	0.994505	1.0007	1.0063	1.00332	0.994503	1.00075	0.99865	1.00265	0.986306	0.98077	0.994694	1.00086	1.00587	1.00306	0.523498	1.0699	
13.6677 0.999607	0.99976	1.00043	0.999849	0.999377	0.999021	1.00146	1.00091	0.999929	0.998997	0.99257	0.998662	0.996186	1.00035	0.993968	1.00016	1.00675	1.00377	0.995209	1.00146	1.00048	1.0045	1.00414	0.998505	0.990301	0.996431	1.00827	1.00546	0.463873	0.947979	
13.679 0.999612	0.999764	1.00043	0.99984	1.00003	0.999675	1.0022	1.00166	1.00028	0.999344	0.992785	0.998877	0.997728	1.0019	0.993192	0.999374	1.00451	1.00154	0.99108	0.997305	1.00192	1.00595	1.00442	0.998783	0.990402	0.996529	0.992761	0.989984	0.574251	1.17379	
13.6903 0.999496	0.999648	1.00056	0.999977	0.999544	0.999187	1.00224	1.00169	1.00024	0.99931	0.992659	0.998749	0.997401	1.00157	0.99402	1.00021	1.00265	0.999686	0.991761	0.997988	1.0003	1.00432	0.993231	0.987638	0.992349	0.998486	0.995628	0.992835	0.594877	1.21627	
13.7017 0.999522	0.999673	1.00056	0.999976	0.999751	0.999393	1.00212	1.00158	1.00265	1.00171	0.991759	0.99784	0.997238	1.00141	0.994469	1.00066	1.00321	1.00025	0.994757	1.001	1.00127	1.00531	0.998712	0.99308	0.990645	0.996768	1.01302	1.01019	0.581585	1.18936	
13.713 0.999408	0.999559	1.00053	0.99994	1.00003	0.999674	1.00158	1.00104	1.0027	1.00176	0.992952	0.99904	0.9981	1.00228	0.993498	0.999682	0.996451	0.993499	0.995908	1.00216	1.00237	1.00641	1.00588	1.00021	0.991685	0.997812	1.00548	1.00268	0.552975	1.13104	
13.7243 0.999479	0.999629	1.00043	0.999848	0.999988	0.999628	1.00231	1.00177	1.00244	1.00151	0.991795	0.997873	0.998001	1.00218	0.994744	1.00094	1.00287	0.9999	0.995341	1.0016	1.00036	1.00441	0.984967	0.979388	0.989081	0.995186	0.997348	0.994559	0.49379	1.00999	
13.7356 0.999302	0.999452	1.00063	1.00005	0.999976	0.999616	1.00193	1.00139	1.00049	0.999558	0.992537	0.998618	0.998785	1.00297	0.993353	0.999537	1.00612	1.00315	0.992919	0.999158	0.998285	1.00232	1.00892	1.00321	0.99126	0.997375	1.00438	1.00157	0.477666	0.976986	
13.747 0.999545	0.999694	1.0006	1.00001	1.00012	0.999761	1.00202	1.00148	1.00002	0.999095	0.992231	0.998308	0.998849	1.00304	0.993394	0.999577	1.00352	1.00055	0.994286	1.00053	1.00352	1.00758	0.993554	0.987916	0.993476	0.999604	1.00131	0.998509	0.510505	1.04421	
13.7583 0.999426	0.999575	1.00043	0.999845	0.999924	0.999563	1.00143	1.00089	0.999937	0.999007	0.991689	0.99776	0.998076	1.00227	0.993491	0.999675	1.00499	1.00202	0.992871	0.999109	1.00188	1.00595	0.994801	0.989143	0.988525	0.994616	0.990562	0.987777	0.527976	1.08005	
13.7696 0.999474	0.999623	1.00057	0.999981	0.999791	0.99943	1.00176	1.00122	1.00281	1.00188	0.991864	0.997934	0.997307	1.0015	0.993564	0.999747	1.00815	1.00517	0.994632	1.00088	1.00073	1.0048	0.998074	0.992387	0.986983	0.993056	0.997961	0.995149	0.481404	0.984764	
13.781 0.999394	0.999542	1.00058	0.999995	0.99933	0.998968	1.00195	1.00141	0.999931	0.999002	0.992276	0.998346	0.998552	1.00275	0.992711	0.998888	1.00919	1.00622	0.995772	1.00203	1.00042	1.0045	1.01159	1.00583	0.990101	0.996189	1.00291	1.00009	0.559702	1.14513	
13.7923 0.999298	0.999445	1.00067	1.00008	1.00014	0.999776	1.00159	1.00106	1.00182	1.00089	0.992045	0.998112	0.997084	1.00128	0.993223	0.999403	1.00628	1.00333	0.998061	1.00434	1.00068	1.00476	1.00093	0.995226	0.993354	0.99946	1.01201	1.00917	0.440345	0.900823	
13.8036 0.999283	0.999429	1.00042	0.999834	1.00003	0.999662	1.002	1.00147	1.00211	1.00119	0.992718	0.998786	0.998101	1.0023	0.992523	0.998696	1.00545	1.0025	0.994132	1.00039	1.00127	1.00536	1.01551	1.00974	0.991703	0.997797	1.01557	1.01273	0.439622	0.899233	
13.8149 0.999313	0.999459	1.00045	0.999862	1.00008	0.999717	1.00192	1.00139	1.00197	1.00104	0.992394	0.998459	0.998936	1.00315	0.992683	0.998856	1.00933	1.00638	0.995151	1.00141	1.00178	1.00588	0.99675	0.991074	0.989882	0.99596	1.01693	1.01411	0.559978	1.14562	
13.8263 0.999266	0.999412	1.0007	1.00012	1.00021	0.999842	1.00216	1.00163	1.00324	1.00232	0.992697	0.998762	0.998444	1.00266	0.99288	0.999053	1.00796	1.00502	0.993331	0.999582	1.00048	1.00458	1.00827	1.00253	0.992999	0.999094	1.00429	1.00151	0.556039	1.13776	
13.8376 0.999392	0.999536	1.00061	1.00002	1.00064	1.00028	1.00169	1.00116	0.99938	0.998456	0.99232	0.998381	0.99813	1.00234	0.994255	1.00044	1.00349	1.00056	0.994138	1.0004	1.00136	1.00547	1.00142	0.995717	0.988787	0.99485	1.01204	1.00924	0.509874	1.04335	
13.8489 0.999603	0.999747	1.00055	0.999966	0.999697	0.999333	1.00167	1.00115	0.998309	0.997383	0.992204	0.998262	0.998539	1.00276	0.994001	1.00018	1.00769	1.00475	0.993826	1.00008	0.999712	1.00382	0.995936	0.99025	0.994616	1.00072	0.99984	0.997078	0.500004	1.02319	
13.8603 0.999511	0.999655	1.00104	1.00045	0.999946	0.999581	1.00118	1.00066	1.00055	0.999625	0.992535	0.998593	0.999183	1.00341	0.992314	0.998483	1.00068	0.997766	0.99457	1.00083	1.00043	1.00455	1.00678	1.00104	0.9925	0.998585	1.00517	1.00239	0.445058	0.910646	
13.8716 0.99929	0.999433	1.00079	1.0002	1.00049	1.00013	1.0017	1.00118	0.999986	0.999057	0.993141	0.999202	0.998697	1.00292	0.993342	0.999517	1.00407	1.00114	0.995969	1.00224	1.00181	1.00594	0.99035	0.984678	0.987737	0.993785	1.00108	0.998315	0.513383	1.05051	
13.8829 0.999402	0.999545	1.00082	1.00023	0.999921	0.999555	1.00145	1.00093	1.0007	0.999769	0.993562	0.999625	0.999362	1.0036	0.994257	1.00044	1.00754	1.00461	0.995118	1.00139	1.00226	1.0064	1.00172	0.995981	0.988893	0.994942	1.00233	0.999564	0.503553	1.03044	
13.8942 0.999247	0.999389	1.00093	1.00035	1.00011	0.999744	1.00137	1.00085	1.00259	1.00166	0.993209	0.999269	0.999965	1.00421	0.992486	0.998653	1.00587	1.00294	0.995995	1.00227	1.00193	1.00607	0.994936	0.98922	0.989735	0.995784	1.00801	1.00524	0.529665	1.08399	
13.9056 0.999276	0.999417	1.00101	1.00042	1.00063	1.00027	1.00102	1.00051	1.0018	1.00087	0.993096	0.999154	0.999693	1.00394	0.992925	0.999094	1.00456	1.00164	0.994972	1.00124	1.00012	1.00426	0.986511	0.980819	0.992685	0.99875	0.996359	0.993605	0.483988	0.990497	
13.9169 0.999338	0.999478	1.00076	1.00017	1.00022	0.999851	1.00194	1.00143	0.996775	0.995846	0.992747	0.998801	1.00031	1.00456	0.992791	0.998958	1.00398	1.00106	0.992767	0.999025	0.999261	1.00341	0.995953	0.990194	0.991446	0.9975	1.00573	1.00295	0.501097	1.02554	
13.9282 0.9994	0.99954	1.00106	1.00047	1.00033	0.999966	1.00111	1.0006	0.999236	0.998304	0.993623	0.999682	0.998777	1.00303	0.993618	0.99979	0.997504	0.994602	0.994642	1.00091	1.00141	1.00557	0.999627	0.993839	0.993629	0.999696	0.988984	0.986237	0.54495	1.11546	
13.9396 0.999338	0.999477	1.00118	1.00059	1.00038	1.00002	1.00123	1.00072	1.00044	0.999506	0.993375	0.999432	1.00013	1.00439	0.992155	0.998316	1.0041	1.00118	0.999098	1.0054	1.00251	1.00669	0.985836	0.980102	0.98878	0.994811	1.00103	0.998248	0.472712	0.967554	
13.9509 0.999447	0.999585	1.0013	1.00072	1.00054	1.00018	1.00126	1.00075	1.00112	1.00018	0.993198	0.999254	0.998677	1.00294	0.992444	0.998605	1.00832	1.0054	0.994203	1.00048	1.00366	1.00785	1.00127	0.995446	0.990799	0.996838	0.991491	0.98872	0.528341	1.08153	
13.9622 0.999145	0.999282	1.00091	1.00033	1.00059	1.00022	1.00159	1.00108	1.002	1.00106	0.992588	0.998638	0.998576	1.00284	0.992523	0.998683	1.0008	0.997898	0.997354	1.00365	1.00107	1.00526	0.9912	0.985411	0.990879	0.996914	0.996303	0.993511	0.551191	1.12849	
13.9735 0.999225	0.999362	1.0009	1.00032	0.999936	0.999571	1.00128	1.00077	1.00109	1.00016	0.992104	0.998148	0.999914	1.00419	0.992164	0.998319	1.00562	1.0027	0.995571	1.00186	0.998664	1.00284	1.01019	1.0043	0.995551	1.00162	0.995401	0.992601	0.538463	1.10258	
13.9849 0.999147	0.999282	1.00101	1.00043	1.00016	0.999791	1.00169	1.00118	1.0009	0.99997	0.993235	0.999286	0.999808	1.00409	0.992392	0.998547	1.00879	1.00587	0.998878	1.0052	1.00151	1.00571	0.991984	0.986178	0.99261	0.998657	1.00396	1.00114	0.570083	1.16758	
13.9962 0.999382	0.999517	1.0007	1.00012	1.00056	1.0002	1.00141	1.0009	0.99806	0.997125	0.993022	0.99907	0.999305	1.00359	0.9935	0.999661	1.00413	1.00122	0.99602	1.00232	1.00045	1.00465	0.993164	0.987335	0.993775	0.999828	0.98732	0.984525	0.474792	0.972379	
14.0075 0.999247	0.999382	1.00081	1.00023	1.00085	1.00049	1.00106	1.00055	1.00165	1.00071	0.993356	0.999405	1.00088	1.00517	0.991948	0.998097	1.00794	1.00504	0.996441	1.00275	1.00201	1.00623	0.981199	0.975409	0.992721	0.998767	0.997283	0.994452	0.506411	1.03719	
14.0189 0.999443	0.999577	1.0012	1.00062	1.00059	1.00022	1.001	1.00049	0.998863	0.997927	0.992958	0.999003	1.00088	1.00519	0.992539	0.99869	1.00042	0.997533	0.992045	0.998325	1.00236	1.00658	0.994093	0.988212	0.98969	0.995712	0.995236	0.992402	0.532048	1.08982	
14.0302 0.999307	0.99944	1.00095	1.00037	1.00038	1.00002	1.00104	1.00054	0.998014	0.997074	0.992114	0.998152	1.00071	1.00501	0.991616	0.997759	0.997285	0.994398	0.995951	1.00226	0.999682	1.0039	1.00917	1.00321	0.991208	0.997236	1.00689	1.00403	0.595754	1.22067	
14.0415 0.999426	0.999558	1.00109	1.00051	1.00046	1.00009	1.00103	1.00053	0.999331	0.998388	0.99335	0.999394	0.999945	1.00426	0.992568	0.998715	1.00034	0.997443	0.995096	1.0014	1.0024	1.00664	1.00885	1.00289	0.993685	0.999727	1.00538	1.00252	0.489313	1.00258	
14.0528 0.999259	0.999391	1.00092	1.00034	1.00056	1.0002	1.00111	1.00061	0.998514	0.997568	0.993269	0.999312	0.99965	1.00397	0.992023	0.998164	1.00359	1.00068	0.995567	1.00188	0.999961	1.0042	0.995521	0.989625	0.993279	0.999318	1.00516	1.00231	0.558731	1.14503	
14.0642 0.99935	0.999481	1.00112	1.00054	0.999872	0.999508	1.00025	0.999742	0.999038	0.998089	0.992367	0.998402	1.00078	1.00511	0.992058	0.998196	1.00536	1.00245	0.994601	1.00091	0.999042	1.00328	1.01036	1.00438	0.99148	0.997504	1.00257	0.999727	0.557831	1.14341	
14.0755 0.999486	0.999617	1.00072	1.00014	1.00059	1.00023	1.00063	1.00013	0.997462	0.996511	0.992712	0.998748	1.00102	1.00536	0.992552	0.998692	1.00437	1.00147	0.997292	1.00362	1.00006	1.0043	1.009	1.00304	0.993332	0.999367	1.00387	1.00103	0.469457	0.962214	
14.0868 0.999292	0.999422	1.0011	1.00053	1.00064	1.00028	1.00089	1.00039	1.00056	0.999602	0.992623	0.998656	1.00033	1.00466	0.993871	1.00002	0.998742	0.995848	0.994047	1.00035	1.00301	1.00728	1.00469	0.998745	0.990765	0.99678	0.995036	0.992204	0.669575	1.37306	
14.0981 0.999381	0.99951	1.00104	1.00046	1.00076	1.00039	1.00077	1.00027	0.99954	0.998584	0.993695	0.999735	1.00097	1.00531	0.992451	0.998588	1.00521	1.0023	0.992355	0.998649	1.00411	1.00839	1.00146	0.995529	0.990987	0.997	1.00743	1.00457	0.520267	1.06698	
14.1095 0.999455	0.999583	1.0011	1.00053	1.00076	1.0004	1.00039	0.999884	0.999741	0.998783	0.992745	0.998778	1.00037	1.00472	0.992036	0.998169	1.00584	1.00293	0.995559	1.00188	1.00278	1.00706	1.00297	0.997025	0.992115	0.998132	1.00474	1.00189	0.533941	1.09516	
14.1208 0.999125	0.999252	1.00127	1.0007	1.00121	1.00085	1.00072	1.00021	1.00049	0.99953	0.993731	0.99977	1.00081	1.00517	0.991776	0.997904	0.998514	0.995622	0.996811	1.00314	1.00344	1.00774	1.00865	1.00268	0.98932	0.995313	0.993096	0.990265	0.533085	1.09354	
14.1321 0.999148	0.999274	1.00114	1.00057	1.00046	1.0001	1.00078	1.00027	0.998259	0.997298	0.993585	0.999621	1.0022	1.00658	0.991462	0.997585	1.00433	1.00143	0.997575	1.00391	1.00083	1.00512	0.995414	0.989508	0.99248	0.998491	0.998789	0.995937	0.485949	0.99685	
14.1435 0.99914	0.999266	1.00102	1.00045	1.00039	1.00002	1.0006	1.00009	0.999701	0.998737	0.993269	0.999303	0.999803	1.00417	0.991777	0.997899	1.00512	1.00221	0.994381	1.0007	1.00178	1.00609	1.00446	0.9985	0.992262	0.998268	0.986815	0.983975	0.502499	1.03084	
14.1548 0.999398	0.999523	1.00117	1.0006	1.0016	1.00124	1.00054	1.00004	1.00167	1.00071	0.992859	0.998889	1.00017	1.00455	0.992324	0.998447	1.00585	1.00294	0.995294	1.00162	1.00105	1.00536	0.985876	0.979998	0.996069	1.0021	0.999011	0.996132	0.576661	1.18327	
14.1661 0.999298	0.999422	1.00107	1.0005	1.00073	1.00037	1.00001	0.999504	1.00112	1.00015	0.993836	0.999872	1.00053	1.00492	0.9922	0.99832	1.00544	1.00254	0.99636	1.0027	0.999685	1.004	1.00392	0.997929	0.995681	1.00171	0.9988	0.995916	0.578618	1.18759	
14.1774 0.999429	0.999552	1.00111	1.00054	1.00155	1.0012	1.00032	0.999818	0.998952	0.997988	0.991856	0.997877	0.999908	1.0043	0.992332	0.998451	1.00464	1.00175	0.996188	1.00253	1.00273	1.00707	0.990871	0.98494	0.993582	0.999601	1.01344	1.01053	0.500093	1.02646	
14.1888 0.999512	0.999635	1.00107	1.0005	1.00118	1.00082	0.999993	0.999488	0.999576	0.998609	0.994232	1.00027	0.999457	1.00385	0.991183	0.997291	1.00245	0.999565	0.995121	1.00146	1.00258	1.00693	1.00071	0.994717	0.994058	1.00008	0.998589	0.995713	0.519381	1.06615	
14.2001 0.999241	0.999364	1.00113	1.00056	1.00126	1.0009	1.00071	1.0002	0.999088	0.998118	0.992491	0.998513	1.00013	1.00454	0.991949	0.998059	1.00697	1.00407	0.996811	1.00316	1.00237	1.00673	1.01657	1.0105	0.991651	0.997656	0.996996	0.994117	0.587311	1.20593	
14.2114 0.999364	0.999486	1.00107	1.0005	1.00075	1.0004	1.00015	0.999643	0.996735	0.995762	0.993158	0.999183	1.00083	1.00525	0.991199	0.997301	1.01094	1.00804	0.994124	1.00046	1.00002	1.00437	0.989528	0.983589	0.992653	0.998662	0.994719	0.991835	0.494843	1.01609	
14.2228 0.99933	0.99945	1.0016	1.00103	1.0005	1.00015	1.00084	1.00033	0.996407	0.995428	0.992967	0.998991	1.00176	1.00618	0.991637	0.997738	1.00529	1.00241	0.996706	1.00306	1.00023	1.00459	0.998688	0.992684	0.997031	1.00307	1.00519	1.00228	0.45693	0.938156	
14.2341 0.999505	0.999625	1.00138	1.00082	1.00086	1.00051	1.00113	1.00062	0.999016	0.998031	0.993269	0.999293	1.00119	1.00562	0.990997	0.99709	1.01357	1.01069	0.993184	0.999516	1.0014	1.00577	0.997521	0.991513	0.992096	0.998103	1.01299	1.01007	0.513228	1.05382	
14.2454 0.99938	0.9995	1.00122	1.00066	1.00101	1.00065	1.00098	1.00048	0.998313	0.997326	0.993916	0.999944	1.00071	1.00514	0.990899	0.996988	0.994314	0.991471	0.994881	1.00123	1.00259	1.00697	0.999151	0.993123	0.995006	1.00103	1.00295	1.00006	0.529493	1.08735	
14.2567 0.99954	0.999659	1.00149	1.00093	1.0006	1.00024	1.00028	0.999778	1.00245	1.00146	0.993613	0.999638	1.00184	1.00629	0.991321	0.997409	1.0055	1.00263	0.998903	1.00528	1.00291	1.00731	1.00777	1.0017	0.994419	1.00044	1.00456	1.00167	0.468965	0.963005	
14.2681 0.999497	0.999616	1.00132	1.00076	1.00059	1.00024	1.00056	1.00005	0.999782	0.998793	0.993042	0.999063	1.00133	1.00579	0.99076	0.99684	1.00569	1.00282	0.99478	1.00113	1.00318	1.00759	0.993143	0.987136	0.99787	1.00392	1.01332	1.01042	0.516462	1.06063	
14.2794 0.999287	0.999404	1.00119	1.00063	1.00133	1.00098	1.00037	0.999867	0.998867	0.997877	0.992296	0.99831	1.00089	1.00535	0.990752	0.996827	1.00361	1.00075	0.996373	1.00274	1.00433	1.00876	0.999857	0.993801	0.995157	1.00119	1.0029	1.00003	0.543974	1.11731	
14.2907 0.999328	0.999445	1.00106	1.0005	1.00116	1.00081	1.00056	1.00006	1.00174	1.00075	0.992799	0.998814	1.00094	1.00541	0.9923	0.998382	0.998443	0.99559	0.997751	1.00413	1.00294	1.00737	0.999635	0.993571	0.99079	0.996793	1.00493	1.00205	0.514825	1.05753	
14.3021 0.999408	0.999524	1.00129	1.00073	1.00043	1.00008	1.00025	0.999742	0.999012	0.99802	0.992878	0.998893	1.00045	1.00492	0.991692	0.997768	1.0031	1.00023	0.995264	1.00163	1.00115	1.00558	1.00302	0.996932	0.990228	0.996223	1.00694	1.00407	0.584616	1.20123	
14.3134 0.999626	0.999742	1.00117	1.00061	1.00097	1.00062	0.999945	0.99944	1.00025	0.99926	0.993486	0.999503	1.00231	1.00681	0.990588	0.996653	1.00594	1.00307	0.99444	1.0008	1.00076	1.0052	0.998405	0.992333	0.997256	1.0033	1.00572	1.00285	0.580871	1.19386	
14.3247 0.9995	0.999615	1.0014	1.00084	1.0008	1.00045	1.00001	0.999502	1.00056	0.999564	0.99347	0.999487	1.00085	1.00534	0.991502	0.997568	1.00114	0.998282	0.995876	1.00225	1.00338	1.00784	1.00131	0.995214	0.994544	1.00057	0.989319	0.986478	0.534908	1.09955	
14.336 0.999641	0.999756	1.00132	1.00076	1.0008	1.00045	1.00011	0.999601	0.996162	0.995164	0.994057	1.00008	1.00182	1.00632	0.991571	0.997634	1.00129	0.998429	0.990281	0.996617	1.00188	1.00634	0.996344	0.990265	0.99534	1.00137	1.00717	1.00429	0.52563	1.0806	
14.3474 0.999759	0.999874	1.00117	1.00061	1.00065	1.0003	1.00058	1.00008	1.00119	1.00019	0.992702	0.998713	1.0008	1.00531	0.991131	0.997188	1.00401	1.00114	0.997045	1.00343	1.00447	1.00896	1.00012	0.994014	0.994493	1.00052	1.01197	1.00909	0.552865	1.13681	
