Simulation state at cycle:    2000000
##############################################################################                                           

Number-of-molecules: 334   

Box-size(s):    21.576673

------------------------------------------------------------------------------                                           

Deltas
Translation per molecule type
Box 1    0.3030870040E+000   0.2356989868E+000   0.1649874444E+000   0.2368996032E+001

Rotation per molecule type
Box 1    0.2205053537E+002   0.9000000000E+002   0.7872459795E+001   0.1800000000E+003

Volume    Delta_Volume
Box 1   0.1385676253E+003

------------------------------------------------------------------------------                                           

Molecules in box 1
##############################################################################                                           
Moleculetype  1
Number-of-molecules: 300   
Atomtype         X                  Y                   Z
  2       12.4026697484        4.2024523598       10.2223666754
  2       11.8935120059        5.2189157203        9.2226397927
  3       11.7771382965        4.4930792165        9.6901804545
  1       18.3631930579        6.9320533451        4.3202651085
  2       18.5834363366        7.3704178183        3.4983416549
  2       19.2097354001        6.7226911805        4.7149323403
  3       18.5039429188        6.9622675160        4.2638936571
  1       12.3165651348        6.9664800051        1.8219370809
  2       11.9885188894        7.7950770245        2.1712812052
  2       12.8777999279        7.2203378124        1.0892704462
  3       12.3473316309        7.1092972340        1.7713621678
  1        8.9669133768       14.8776556687       17.2419649729
  2        8.7686315751       15.7436980659       17.5981721742
  2        8.4516846715       14.8255503780       16.4369475217
  3        8.8727740271       14.9850451313       17.1827497201
  1        0.9326876751       11.3143999042        1.3620493323
  2        1.7955978628       11.7225555960        1.4329268048
  2        0.3226627338       12.0502270454        1.3105064752
  3        0.9660529197       11.4653350325        1.3646003082
  1       10.6173616304       13.6819814155        3.0190073750
  2       10.6144396472       12.7383093178        3.1793292732
  2        9.8484266037       14.0073193374        3.4871129594
  3       10.5155241434       13.6003994673        3.1019210167
  1       13.2938524654       19.2835527732       11.0079513889
  2       14.1218690231       18.9889202706       10.6287298898
  2       12.9400008263       19.8972888897       10.3642545087
  3       13.3564129696       19.3256547554       10.8729892965
  1        4.7072084677       18.0779389997       14.2076225204
  2        5.2924408166       18.6088231469       13.6673505548
  2        5.2280951404       17.3099709379       14.4424220245
  3        4.8531479098       18.0466585556       14.1673190090
  1        6.4101444373        7.5373854600       17.1031575791
  2        6.0649423567        6.8717495826       16.5081844040
  2        6.8647911525        7.0394422373       17.7825525955
  3        6.4245843743        7.3838648339       17.1142960517
  1       16.1825105601       10.0028176244       14.8507797641
  2       16.7556794701        9.6501431253       14.1700986528
  2       16.4812495610       10.9039652631       14.9729133772
  3       16.2975485910       10.0751822276       14.7770859674
  1       10.4125347711       10.1294829346       11.1696854825
  2       10.3363016866       10.5719013379       12.0150748308
  2        9.5876645695       10.3209055731       10.7233949932
  3       10.2936447526       10.2131108320       11.2223418999
  1       13.2140972969       12.8822651547        6.3468440628
  2       12.8602048903       12.3919856205        7.0888783071
  2       13.8059381500       13.5222075408        6.7423523738
  3       13.2454918059       12.9020114141        6.4969294720
  1        2.0089185458        7.1374432075       15.6197825736
  2        1.9862565748        8.0330606741       15.9568055188
  2        2.4562895405        6.6358172538       16.3012950625
  3        2.0649539243        7.1894257704       15.7541663878
  1       20.5743779501       16.8366677441        1.3519402658
  2       21.0901096472       16.1379341214        1.7544583623
  2       20.6768881499       17.5819983259        1.9437194980
  3       20.6559477232       16.8428156668        1.4831261460
  1       19.5193143805        2.6160376799        6.1407040563
  2       19.8181301491        3.1020988942        5.3721454644
  2       19.0705120081        3.2688466485        6.6779614972
  3       19.4995254058        2.7662982540        6.1101865801
  1       12.8406834073        3.4960566599        1.4939851963
  2       12.2697696945        3.5456797079        0.7272885402
  2       13.6996359285        3.2668655053        1.1391603691
  3       12.8786867525        3.4723647526        1.3460135799
  1        8.5943708257        9.1865390505       14.9475228389
  2        9.3140308654        8.6764123498       15.3191259249
  2        7.8037051193        8.7787467068       15.3007675444
  3        8.5850024601        9.0654303898       15.0431580104
  1       13.1349214285       20.7007926808       21.0146305431
  2       12.8984154485       21.3809063783       20.3839650558
  2       13.3832989756       21.1815549988       21.8041904613
  3       13.1364877427       20.8539566666       21.0355948011
  1        7.4546104424        4.2203688475       10.4188335601
  2        8.2242720216        3.9921161911       10.9401304575
  2        7.2582303402        3.4269399634        9.9207029164
  3        7.5302482149        4.0855699415       10.4218900758
  1        7.9031493612       14.0545796803       14.1042971944
  2        8.2753828642       13.2566533912       14.4797762662
  2        7.1148545952       13.7600755824       13.6481312431
  3        7.8482549534       13.9104462931       14.0936515063
  1       16.8477584004       13.4253546326       19.3984727881
  2       16.7009399985       13.3743296378       20.3429670886
  2       17.4603251953       12.7138542166       19.2120384654
  3       16.9092084427       13.3247483408       19.4984899184

Moleculetype  2
Number-of-molecules: 16    
Atomtype         X                  Y                   Z
  4       13.0547411259        5.1845023832        3.0766139176
  4        9.6823576610       14.8509333524        8.3459540436
  4        5.3002511941        0.2296767115       21.1647861081
  4       14.3133400972       15.2682717532       16.8049647965
  4        0.0014821951        1.9535783610        7.0724555295
  4        9.3385762605       13.4947853506       19.1078367525
  4       13.2635909459       20.9018505831       14.4043152131
  4        3.6664061746       13.2169637252       14.5223563133
  4        3.2477584297        0.3223037131       13.4498489048
  4       21.2484094142        2.7009366850       21.1289031658
  4       17.8337846846       19.8380085990        4.3094066396
  4       12.2683773607       14.8349535819        1.9991409436
  4        4.6389273372       18.3014095378       18.6734863384
  4        7.9757021819        9.0496938652        8.7435976151
  4        0.2074796067       10.1158836247       20.8468802089
  4       16.5934880749        7.8652889440        5.6033538264

Moleculetype  3
Number-of-molecules: 16    
Atomtype         X                  Y                   Z
  5       20.2341793652       20.6017037909       14.5444734943
  6       21.4854863424       19.8189524894       14.3404601707
  6       20.5761900872       22.0329791938       14.7780748098
  6       19.3740810977       20.4878931788       13.3331237090
  6       19.5009599334       20.0669903017       15.7262352879
  5        4.0901034141        2.9064659805       17.0357421258
  6        4.3502519546        2.2341962557       18.3397614284
  6        4.4847596707        4.3402374875       17.1286716281
  6        4.8857114263        2.2406445273       15.9662656786
  6        2.6396906049        2.8107856515       16.7082697680
  5       21.1135530218       19.3258443164       20.6568963706
  6       22.4553242057       19.7448584438       21.1510293878
  6       20.6349340407       20.2981945154       19.6343753934
  6       21.2102658323       17.9701867153       20.0462170042
  6       20.1536880087       19.2901375910       21.7959636969
  5        7.6468032653        5.2741947044        2.7960423577
  6        6.8521817318        6.3339318182        3.4784088690
  6        8.7721067223        4.8524714119        3.6769122584
  6        6.7716335457        4.1020476686        2.5127766239
  6        8.1912910614        5.8083279188        1.5160716797
  5        4.5660129955       13.1838779802       19.4430082413
  6        5.0815241562       14.2100984170       18.4936874073
  6        4.3621845000       13.8041258001       20.7823501595
  6        3.2690648766       12.6494826019       18.9405768092
  6        5.5512784493       12.0718051019       19.5554185892
  5       12.0479666014        2.5600144024       19.2478697244
  6       10.8232098118        2.1405568580       18.5102272892
  6       12.6519282229        3.7442549440       18.5748950691
  6       11.6865650728        2.9156281345       20.6489471656
  6       13.0301632982        1.4396176729       19.2574093738
  5        4.7966263729       11.7364697877        9.5475681236
  6        4.7696673719       11.9973092362       11.0143081080
  6        6.1070083441       12.1739045472        8.9893207697
  6        4.6124655907       10.2789689282        9.2988388760
  6        3.6973641848       12.4956964389        8.8878047407
  5        3.0934830279       16.7731401384       11.6983007097
  6        2.2643964618       16.1734502226       10.6152136133
  6        4.3151981546       15.9455260103       11.9045946548
  6        3.4900723114       18.1564744332       11.3120451511
  6        2.3042651838       16.8171098874       12.9613494194
  5        9.2958431034       19.0563650245       18.7222953154
  6       10.7482293337       19.2167100150       18.4308267759
  6        8.9525766043       19.8061905470       19.9632707317
  6        8.4986010283       19.5907155258       17.5825739447
  6        8.9839654473       17.6118440099       18.9125098095
  5       12.9360365179       18.5510838803        6.6603370751
  6       13.6915838638       17.3251088732        7.0427291220
  6       11.4899775729       18.3579899856        6.9631876375
  6       13.4541779033       19.7150091353        7.4329286185
  6       13.1084067314       18.8062275272        5.2025029225
  5       10.4681590095       10.0418975639        2.2106498388
  6       11.7438669795        9.3200335223        2.4781786560
  6       10.5065919134       10.6273983672        0.8410506607
  6        9.3274930707        9.0885793303        2.3114255758
  6       10.2946840743       11.1315790358        3.2119444629
  5       15.2372031974        8.0340708699        0.6181759590
  6       15.4712777950        7.5498179477        2.0077076706
  6       16.3370337022        7.5562233121       -0.2662022178
  6       13.9354078380        7.5065423074        0.1210515827
  6       15.2050934542        9.5236999125        0.6101468005
  5       15.2395736305        3.1584615973        5.3793894851
  6       15.7794179467        4.3146880197        6.1486740632
  6       13.9237088677        3.5276916151        4.7858751150
  6       16.1915361671        2.7978659606        4.2913507436
  6       15.0636315404        1.9936007940        6.2916580187
  5        0.0080938508        7.1365270196        6.3943243438
  6        0.1576480279        8.6172128692        6.3215703019
  6       -0.9349118375        6.6799305033        5.3349140925
  6        1.3358704696        6.4925168176        6.1885324642
  6       -0.5262312569        6.7564478885        7.7322805169
  5        5.2687518707        0.2160735971        5.8510184462
  6        4.7343252683        0.9125980355        4.6471363503
  6        4.1619828739       -0.0205903129        6.8201122337
  6        5.8626236824       -1.0893166379        5.4468368125
  6        6.3160756581        1.0616033037        6.4899883884
  5       19.7236512005       12.4807902954        3.0652819447
  6       20.8159089331       12.5469206219        4.0765633164
  6       19.0704629025       11.1429973308        3.1264801375
  6       18.7154317049       13.5394064777        3.3532323134
  6       20.2928012613       12.6938367511        1.7048520114

Moleculetype  4
Number-of-molecules: 0     
Atomtype         X                  Y                   Z


Number-of-fractionals:  2        
##############################################################################                                           
Fractional-type:      1
Box:                  1
Lambda:               0.936706
Reaction-Step         1 (only used if Type = 3 (RxMC))

Moleculetype  1
Atomtype         X                  Y                   Z
  1        5.8978165173       15.0313603860        5.6262046667
  2        6.3037176683       15.5972509356        4.9695153806
  2        5.1960136967       14.5821489556        5.1551308205
  3        5.8587757597       15.0467548284        5.4774095378

------------------------------------------------------------------------------                                           

Fractional-type:      1
Box:                  1
Lambda:               0.020558
Reaction-Step         1 (only used if Type = 3 (RxMC))

Moleculetype  4
Atomtype         X                  Y                   Z
  7       18.0708216352       11.8685230869        5.4559204354
  8       17.7460215277       11.6941741287        5.4241819577
  7       17.4212214203       11.5198251705        5.3924434800

------------------------------------------------------------------------------                                           

